annotation_id,image_id,category_id,bbox_x,bbox_y,bbox_w,bbox_h,score
39,1010,16262,573.5057373046875,195.7415771484375,243.842041015625,232.14520263671875,0.8420261740684509
40,1010,3483,600.4453125,842.8824462890625,278.64404296875,191.4224853515625,0.7319677472114563
41,1012,24850,139.65228271484375,701.9112548828125,184.35000610351562,297.442138671875,0.9057620167732239
42,1012,27926,565.747802734375,630.09130859375,267.56298828125,485.869140625,0.8892104625701904
43,1012,16548,610.2552490234375,158.28225708007812,232.745361328125,224.4234619140625,0.8395624160766602
44,1012,1900,140.20846557617188,241.1551513671875,198.55300903320312,130.79327392578125,0.6879101395606995
45,1013,27926,145.5813751220703,143.87489318847656,264.58311462402344,459.19029235839844,0.9403125047683716
46,1013,24850,636.50439453125,274.1014404296875,181.838134765625,276.3868408203125,0.8953163027763367
47,1013,16548,104.08456420898438,864.0859375,245.81216430664062,242.13671875,0.7881798148155212
48,1013,1900,629.21484375,891.8902587890625,212.593505859375,136.185791015625,0.7852757573127747
49,1014,27926,595.6594848632812,670.7503662109375,258.4759521484375,481.89111328125,0.9172120094299316
50,1014,24850,170.4613037109375,740.49658203125,182.64996337890625,292.773681640625,0.8915442824363708
51,1014,16548,637.3470458984375,161.5872039794922,240.8663330078125,230.83265686035156,0.8677865266799927
52,1014,1900,156.22576904296875,251.3519744873047,206.150634765625,125.42762756347656,0.7818777561187744
53,1015,35206,654.1695556640625,174.44427490234375,228.8099365234375,406.26226806640625,0.9018036127090454
54,1015,20877,115.78230285644531,769.4691162109375,334.80711364746094,230.77734375,0.8811859488487244
55,1015,3483,648.5843505859375,749.779296875,209.85205078125,269.3603515625,0.8087360262870789
56,1015,30308,66.19779968261719,121.09150695800781,405.61354064941406,407.75193786621094,0.8004639148712158
57,1016,35206,97.335693359375,670.7266845703125,238.5018310546875,413.56494140625,0.8778769969940186
58,1016,20877,537.5335693359375,292.3128662109375,333.356201171875,234.333251953125,0.8631601333618164
59,1016,30308,532.806396484375,720.0028076171875,417.748046875,416.357177734375,0.8104670643806458
60,1016,3483,140.93707275390625,289.7484130859375,212.26571655273438,259.951416015625,0.8043382167816162
61,1018,27733,554.1995849609375,252.48236083984375,308.8704833984375,267.9656982421875,0.878030002117157
62,1018,29667,85.32369995117188,859.443115234375,235.75906372070312,231.8466796875,0.8732945322990417
63,1018,3483,122.2412109375,307.99444580078125,275.745361328125,201.2498779296875,0.788291871547699
64,1018,30308,427.21124267578125,737.3284912109375,492.2476806640625,313.535888671875,0.7543801665306091
65,1019,29667,666.9595947265625,180.81851196289062,227.415283203125,217.44976806640625,0.8731839060783386
66,1019,27733,127.78115844726562,777.8306884765625,317.3460693359375,278.718994140625,0.8481271862983704
67,1019,3483,604.197509765625,791.825439453125,275.4541015625,207.4794921875,0.795795738697052
68,1019,30308,87.23406982421875,214.57769775390625,479.2724609375,295.34332275390625,0.7123330235481262
69,102,16548,612.8831787109375,134.72381591796875,240.84423828125,230.144287109375,0.8654975891113281
70,102,1900,149.88426208496094,254.9823760986328,198.75685119628906,162.76768493652344,0.8322756886482239
71,102,18110,78.71377563476562,789.398193359375,305.70880126953125,295.559326171875,0.8270039558410645
72,102,33009,547.3465576171875,834.964111328125,377.2509765625,205.0977783203125,0.6956630349159241
73,1020,29667,639.0194091796875,175.89419555664062,218.3865966796875,217.5716552734375,0.8717304468154907
74,1020,27733,92.73016357421875,730.719482421875,322.69610595703125,282.61083984375,0.8607192635536194
75,1020,3483,573.357177734375,760.556396484375,280.34423828125,207.887939453125,0.8035787343978882
76,1020,30308,73.5762939453125,191.10235595703125,465.673095703125,291.10711669921875,0.7234050631523132
77,1022,33208,579.0367431640625,809.427490234375,219.18896484375,206.907958984375,0.929067075252533
78,1022,16551,621.1973876953125,22.60333251953125,288.278564453125,466.8812255859375,0.904992401599884
79,1022,29451,33.80950927734375,801.744140625,429.72198486328125,227.06982421875,0.8070188760757446
80,1022,1900,147.40106201171875,238.33079528808594,181.7066650390625,186.30470275878906,0.7060902714729309
81,1023,33208,608.262939453125,842.1337890625,213.4951171875,202.1571044921875,0.9383218884468079
82,1023,16551,644.42822265625,23.31005859375,306.52880859375,489.956787109375,0.9073526859283447
83,1023,29451,69.686279296875,843.0255126953125,422.07501220703125,218.917236328125,0.7990989685058594
84,1023,1900,166.2646026611328,248.29476928710938,183.73057556152344,183.5147705078125,0.6614192128181458
85,1025,16262,109.06446075439453,835.673095703125,249.84252166748047,243.79345703125,0.895338773727417
86,1025,20877,539.0642700195312,292.67706298828125,334.8236083984375,236.3482666015625,0.8704778552055359
87,1025,28763,643.2769775390625,861.939697265625,223.7078857421875,215.243408203125,0.8392809629440308
88,1025,3483,143.0037841796875,288.671875,211.41778564453125,259.795166015625,0.7950169444084167
89,1026,20877,116.675048828125,768.994140625,334.7374267578125,232.154541015625,0.8807041049003601
90,1026,16262,629.8160400390625,192.0841064453125,242.5699462890625,234.171630859375,0.8477887511253357
91,1026,28763,133.32357788085938,202.8363800048828,215.0599365234375,205.59239196777344,0.8297199606895447
92,1026,3483,648.1826782226562,749.853759765625,209.442138671875,270.227783203125,0.811310887336731
93,1027,13900,187.93878173828125,285.05267333984375,205.495361328125,235.599365234375,0.917806088924408
94,1027,3351,347.62335205078125,875.351318359375,203.870361328125,207.988037109375,0.4993152618408203
95,1028,13900,544.7840576171875,704.8521728515625,216.539794921875,251.41748046875,0.9063669443130493
96,1028,3351,383.36181640625,149.77169799804688,200.400390625,201.96221923828125,0.8635067343711853
97,1029,13900,592.02685546875,797.17138671875,203.4384765625,243.9306640625,0.9134318232536316
98,1029,3351,427.3712463378906,209.54505920410156,198.33956909179688,195.45079040527344,0.8906572461128235
99,1030,34597,43.7132568359375,140.93511962890625,459.3499755859375,421.20208740234375,0.8639281988143921
100,1030,27733,87.14828491210938,723.4755859375,321.87982177734375,283.9774169921875,0.8573809266090393
101,1030,35206,564.1971435546875,117.56756591796875,257.812255859375,384.2362060546875,0.8497119545936584
102,1030,3483,575.3092041015625,758.8373413085938,279.961181640625,209.36083984375,0.8058025240898132
103,1034,28763,648.8697509765625,882.37841796875,223.360595703125,214.7548828125,0.8412994146347046
104,1034,3483,149.3218536376953,217.04319763183594,252.68479919433594,222.54200744628906,0.8254165053367615
105,1034,19861,637.16943359375,276.76104736328125,222.6982421875,172.7889404296875,0.7702139616012573
106,1034,36637,94.41061401367188,905.51171875,273.9473571777344,165.55224609375,0.7083595991134644
107,1039,25469,46.601348876953125,856.724609375,380.5091857910156,219.8353271484375,0.88289475440979
108,1039,16262,573.522216796875,195.73191833496094,243.8380126953125,232.01466369628906,0.8328105211257935
109,1039,28763,123.8447265625,212.7838134765625,216.88592529296875,204.98944091796875,0.8234232664108276
110,1039,3483,601.3892822265625,842.966796875,278.464111328125,191.030029296875,0.7299227118492126
111,104,18357,105.34112548828125,608.7440185546875,254.6954345703125,373.51416015625,0.8956897258758545
112,104,21325,612.7506103515625,760.67578125,177.39306640625,231.888671875,0.8707802891731262
113,104,3351,319.16497802734375,197.4394989013672,195.12060546875,201.20008850097656,0.37718528509140015
114,1041,16262,166.4437255859375,833.126220703125,253.0037841796875,244.001220703125,0.8707629442214966
115,1041,28763,651.114990234375,853.2672119140625,225.1044921875,211.9656982421875,0.8204639554023743
116,1041,25469,569.2730712890625,231.32574462890625,375.7939453125,221.02264404296875,0.7932645678520203
117,1041,3483,124.57733154296875,272.2109375,273.9180908203125,189.2689208984375,0.7376000881195068
118,1043,18357,45.10833740234375,625.5830078125,279.3541259765625,357.5631103515625,0.9300951361656189
119,1043,3351,308.109619140625,162.85159301757812,196.20452880859375,200.7677001953125,0.8676771521568298
120,1043,35206,503.7227478027344,597.2389526367188,258.2590637207031,426.5753173828125,0.8250243067741394
121,1044,18357,90.26058959960938,721.21142578125,274.98944091796875,356.81201171875,0.9296656847000122
122,1044,3351,347.09375,220.937255859375,197.5494384765625,197.12078857421875,0.8510464429855347
123,1044,35206,544.0709228515625,697.885498046875,250.98486328125,413.7288818359375,0.8150162100791931
124,1045,20877,40.4912109375,754.4327392578125,334.6340026855469,252.17041015625,0.8939395546913147
125,1045,29667,592.94287109375,175.7561492919922,222.12109375,219.96559143066406,0.8664531111717224
126,1045,3483,620.35986328125,716.8446044921875,211.711181640625,272.162841796875,0.8187898993492126
127,1045,28763,131.98291015625,210.99365234375,212.06396484375,204.41973876953125,0.812671959400177
128,1046,20877,72.783935546875,798.8089599609375,332.862548828125,241.782958984375,0.8908174633979797
129,1046,28763,148.14251708984375,221.911376953125,218.16485595703125,204.93389892578125,0.8467512726783752
130,1046,29667,621.54052734375,179.94781494140625,226.954833984375,220.27557373046875,0.8458750247955322
131,1046,3483,647.6268920898438,749.9575805664062,210.095703125,270.790283203125,0.8070554137229919
132,1047,20877,589.5810546875,256.80389404296875,328.6171875,241.976318359375,0.8662696480751038
133,1047,29667,133.2072296142578,860.494873046875,234.23448181152344,229.7120361328125,0.8639170527458191
134,1047,3483,142.2696990966797,288.115234375,212.56996154785156,258.8924560546875,0.7981176376342773
135,1047,28763,626.2152099609375,842.9447021484375,221.88330078125,213.2080078125,0.7702187299728394
136,1050,22362,603.74658203125,775.106689453125,259.252197265625,414.5867919921875,0.8250142335891724
137,1050,2483,645.6615600585938,82.51802062988281,204.7327880859375,485.87522888183594,0.7793177366256714
138,1050,22627,92.99543762207031,177.085205078125,342.25364685058594,467.993408203125,0.7615691423416138
139,1050,5094,135.20172119140625,846.01220703125,285.40130615234375,275.602294921875,0.3965671956539154
140,1051,23223,480.87310791015625,650.661865234375,395.900634765625,477.814697265625,0.9694883823394775
141,1051,4378,135.58926391601562,106.83082580566406,222.32785034179688,439.01829528808594,0.9164609313011169
142,1051,5094,544.9959106445312,189.7987060546875,279.3564453125,271.53680419921875,0.7811864018440247
143,1051,2483,87.56784057617188,678.5755615234375,235.74032592773438,481.2467041015625,0.7385819554328918
144,1053,23223,75.36651611328125,69.74237060546875,390.80218505859375,476.69464111328125,0.975002646446228
145,1053,4378,583.337890625,697.7763671875,228.4898681640625,453.553466796875,0.8919473886489868
146,1053,5094,102.4970703125,799.554931640625,285.202392578125,276.5802001953125,0.862058162689209
147,1053,2483,613.166015625,49.15315246582031,223.6429443359375,487.15013122558594,0.7916007041931152
148,1055,31885,55.90287780761719,24.43841552734375,431.56105041503906,494.45196533203125,0.8936256766319275
149,1055,29667,647.5302734375,184.89871215820312,220.0623779296875,216.74041748046875,0.8750252723693848
150,1055,27733,81.1282958984375,728.0842895507812,326.83587646484375,277.040771484375,0.8494328260421753
151,1055,3483,566.3306884765625,765.67578125,281.32861328125,208.923828125,0.799677848815918
152,1056,29667,676.6796875,188.32510375976562,226.04541015625,218.4488525390625,0.8891111612319946
153,1056,31885,67.92669677734375,45.06895446777344,449.04510498046875,499.49098205566406,0.8862675428390503
154,1056,27733,115.43209838867188,776.3372802734375,325.832275390625,269.8270263671875,0.8519871830940247
155,1056,3483,597.0133056640625,797.3375854492188,275.82373046875,206.7435302734375,0.7883646488189697
156,1057,4378,638.9375610351562,702.360107421875,224.829833984375,459.551025390625,0.934788703918457
157,1057,12778,76.92831420898438,70.23124694824219,339.09228515625,509.81837463378906,0.9281015992164612
158,1057,25438,107.6251220703125,826.9666748046875,261.3280029296875,258.113037109375,0.8597121834754944
159,1057,2483,611.028076171875,64.21168518066406,245.414794921875,473.43272399902344,0.7874448895454407
160,1058,4378,649.3843383789062,705.7386474609375,230.373291015625,475.0855712890625,0.9356978535652161
161,1058,12778,80.37847900390625,96.7646484375,339.5728759765625,523.7128295898438,0.9226381778717041
162,1058,25438,107.76214599609375,841.3746337890625,267.228759765625,266.710693359375,0.8752610683441162
163,1058,2483,597.40576171875,96.791015625,253.42431640625,462.55548095703125,0.7991246581077576
164,1060,13395,112.2110595703125,49.0599365234375,245.0487060546875,483.5689697265625,0.958246111869812
165,1060,25438,549.3785400390625,204.8881378173828,256.6925048828125,253.24473571777344,0.8490818738937378
166,1060,22627,522.107666015625,639.924560546875,361.9481201171875,482.222900390625,0.8101469874382019
167,1060,2483,115.66780853271484,678.642822265625,218.57898712158203,491.227294921875,0.7578946352005005
168,1064,25469,47.39581298828125,856.567626953125,379.6029357910156,219.90185546875,0.886099100112915
169,1064,34597,55.96919250488281,130.79063415527344,464.34825134277344,417.58094787597656,0.8738946914672852
170,1064,20238,615.544189453125,194.02392578125,230.0699462890625,220.33160400390625,0.8147341012954712
171,1064,3483,601.23681640625,842.3453369140625,278.32568359375,191.4637451171875,0.7329505681991577
172,1065,34597,475.26873779296875,684.7799072265625,478.0142822265625,431.32080078125,0.8830101490020752
173,1065,20238,138.59310913085938,849.98193359375,233.813232421875,226.8125,0.8649539351463318
174,1065,25469,569.4891967773438,231.73300170898438,375.1259765625,220.971435546875,0.7951911091804504
175,1065,3483,124.41744995117188,272.6236572265625,274.1358642578125,189.978759765625,0.7354156970977783
176,1067,16262,116.36815643310547,845.03857421875,251.43408966064453,242.581298828125,0.9017323851585388
177,1067,31885,552.885009765625,672.206787109375,412.828857421875,532.455322265625,0.8691282868385315
178,1067,3483,132.40110778808594,288.0682373046875,278.51856994628906,175.058837890625,0.716781735420227
179,1067,27653,668.643798828125,254.82916259765625,223.443359375,201.58612060546875,0.7115299701690674
180,1069,21771,115.1981201171875,200.8278350830078,191.27365112304688,188.35459899902344,0.9616523385047913
181,1069,16548,642.7451171875,162.82281494140625,237.6962890625,231.31854248046875,0.8702760338783264
182,1069,1900,620.447998046875,888.80712890625,209.20263671875,139.95166015625,0.7706878185272217
183,1069,21026,136.12338256835938,867.799072265625,181.8897705078125,178.020263671875,0.7192918062210083
184,1070,21771,683.264404296875,880.90185546875,199.525634765625,196.5596923828125,0.9301949739456177
185,1070,16548,100.9116439819336,862.6865234375,244.47235870361328,242.19775390625,0.8180516362190247
186,1070,1900,173.80506896972656,279.5736083984375,203.96690368652344,140.72802734375,0.7963696122169495
187,1070,21026,671.2537231445312,270.0116271972656,178.260986328125,175.87078857421875,0.7568362951278687
188,1073,22347,112.58267211914062,196.4431610107422,204.88644409179688,198.86952209472656,0.8745202422142029
189,1073,36637,634.1705932617188,176.39511108398438,183.206787109375,244.297119140625,0.8252984285354614
190,1073,3483,528.2344970703125,777.625732421875,276.51220703125,225.84228515625,0.7596818804740906
191,1073,27777,142.74639892578125,772.9266357421875,180.8411865234375,208.5758056640625,0.5964903235435486
192,1075,16551,86.90293884277344,594.9361572265625,350.03504943847656,461.62939453125,0.9310765862464905
193,1075,29871,598.4312744140625,770.77587890625,213.533935546875,227.025390625,0.9064357876777649
194,1075,3544,101.4041748046875,160.1920928955078,204.73904418945312,202.24156188964844,0.665228545665741
195,1075,4543,608.1636962890625,142.42727661132812,207.9017333984375,200.55331420898438,0.6207790374755859
196,1076,3544,666.8367919921875,897.49462890625,219.1290283203125,216.3900146484375,0.9012165069580078
197,1076,29871,165.31199645996094,279.28216552734375,208.84156799316406,213.65313720703125,0.9003559947013855
198,1076,16551,529.294677734375,191.9073486328125,334.551513671875,439.25048828125,0.7772060632705688
199,1076,4543,132.71047973632812,916.2520751953125,215.07931518554688,214.5283203125,0.7750514149665833
200,1077,16551,121.56146240234375,641.3802490234375,346.877197265625,459.45068359375,0.9216486215591431
201,1077,29871,626.6805419921875,806.32763671875,211.13037109375,223.24951171875,0.8962538242340088
202,1077,4543,638.4854736328125,141.172607421875,211.24365234375,205.04925537109375,0.7090979814529419
203,1077,3544,115.31170654296875,165.2728729248047,211.2401123046875,205.30152893066406,0.5986396670341492
204,1079,22347,115.80815887451172,217.171630859375,210.65418243408203,201.3348388671875,0.9018462896347046
205,1079,20877,72.10061645507812,799.8140869140625,330.0325622558594,243.820068359375,0.8915725350379944
206,1079,29667,622.7166748046875,183.15646362304688,227.978515625,219.68231201171875,0.8514807820320129
207,1079,3483,644.4818115234375,754.8038330078125,211.519287109375,268.299072265625,0.804076611995697
208,108,12778,110.11335754394531,39.524169921875,294.38279724121094,535.358154296875,0.9368575811386108
209,108,25438,140.2078094482422,845.2763671875,264.72596740722656,254.646484375,0.845817506313324
210,108,2483,594.052490234375,85.75616455078125,257.7926025390625,467.46588134765625,0.8033552169799805
211,108,22362,581.9635620117188,740.3267822265625,265.0662841796875,413.4658203125,0.7994750738143921
212,1080,22347,101.44338989257812,209.3038787841797,204.76968383789062,196.97962951660156,0.8977653384208679
213,1080,20877,37.33538818359375,754.8111572265625,333.7613220214844,252.823974609375,0.8750337958335876
214,1080,29667,592.7425537109375,178.24517822265625,225.0631103515625,219.52447509765625,0.8539766073226929
215,1080,3483,616.6415405273438,720.4869384765625,211.3800048828125,272.0750732421875,0.8153069019317627
216,1081,44199,91.40576171875,185.29539489746094,258.56170654296875,228.79664611816406,0.9426792860031128
217,1081,16551,477.41314697265625,203.00091552734375,468.8572998046875,324.20574951171875,0.9030287861824036
218,1081,21026,123.22018432617188,865.86083984375,182.63485717773438,178.265625,0.7335671782493591
219,1081,1900,605.952392578125,899.9305419921875,210.4779052734375,139.04296875,0.7149266600608826
220,1085,20877,83.99765014648438,724.082275390625,338.30194091796875,239.9033203125,0.891416609287262
221,1085,25367,26.719100952148438,126.4576416015625,457.39930725097656,416.0186767578125,0.8488675951957703
222,1085,16232,623.59326171875,220.89476013183594,192.063232421875,185.46815490722656,0.8396766185760498
223,1085,3483,620.6268310546875,715.3292236328125,211.6982421875,272.69482421875,0.8095085620880127
224,1087,16551,86.94973754882812,591.067626953125,299.53240966796875,484.18994140625,0.9173997640609741
225,1087,10221,621.353759765625,203.4985809326172,219.552978515625,216.89625549316406,0.8697736263275146
226,1087,3544,133.2464599609375,173.83656311035156,204.93032836914062,201.74229431152344,0.8035677075386047
227,1087,31705,559.1923828125,671.9013671875,265.5247802734375,456.973876953125,0.7186319828033447
228,1089,10221,105.83261108398438,832.8956298828125,230.46890258789062,228.5833740234375,0.8937392234802246
229,1089,3544,633.5543212890625,886.34814453125,217.51708984375,214.763427734375,0.8043078780174255
230,1089,16551,580.7730712890625,178.78436279296875,295.9500732421875,461.593994140625,0.8038711547851562
231,1089,31705,148.3494873046875,141.98358154296875,258.52203369140625,426.625244140625,0.7626277208328247
232,109,35206,108.57513427734375,772.251708984375,301.20526123046875,394.13818359375,0.8872584700584412
233,109,25367,585.6507568359375,714.8419189453125,386.9134521484375,503.0400390625,0.8750277161598206
234,109,3483,148.80227661132812,217.33299255371094,253.542236328125,222.76930236816406,0.8328429460525513
235,109,19861,637.0997924804688,277.35150146484375,222.31298828125,172.44482421875,0.7596573233604431
236,1092,44199,134.06344604492188,242.30746459960938,244.16827392578125,232.904052734375,0.9073449969291687
237,1092,33009,568.0048828125,213.6517333984375,326.301513671875,288.76104736328125,0.8587085008621216
238,1092,1900,652.1474609375,847.924560546875,209.22216796875,162.046630859375,0.7820038199424744
239,1092,16548,82.87429809570312,912.054443359375,244.892822265625,240.36279296875,0.2896874248981476
240,1093,16262,101.24591064453125,851.83056640625,250.00323486328125,240.90234375,0.879253625869751
241,1093,34597,495.6100158691406,684.700927734375,462.1691589355469,446.7135009765625,0.8516117930412292
242,1093,3483,148.68609619140625,217.5987091064453,253.78143310546875,222.83238220214844,0.8236575126647949
243,1093,19861,636.9677124023438,277.19366455078125,222.5601806640625,172.4381103515625,0.7681616544723511
244,1095,34597,43.21858215332031,117.9837646484375,453.53379821777344,425.045166015625,0.8756876587867737
245,1095,16262,637.9105224609375,175.9430389404297,243.966552734375,235.13111877441406,0.8441550731658936
246,1095,19861,123.76815795898438,864.642333984375,224.13955688476562,170.610595703125,0.832150936126709
247,1095,3483,599.0377197265625,868.882080078125,260.79052734375,229.66845703125,0.8045124411582947
248,1096,27993,546.1528930664062,775.19189453125,311.9844970703125,244.6439208984375,0.9514924883842468
249,1096,16551,475.15643310546875,114.29183959960938,452.7440185546875,325.748046875,0.9141603708267212
250,1096,6563,163.78350830078125,671.1004638671875,223.6129150390625,366.5048828125,0.852772057056427
251,1096,3544,90.81861114501953,194.34552001953125,205.87853240966797,204.20941162109375,0.8294414281845093
252,1097,27993,575.579345703125,815.4007568359375,305.01708984375,233.1444091796875,0.9534685015678406
253,1097,16551,504.1068115234375,124.2325439453125,460.704345703125,330.35455322265625,0.8763979077339172
254,1097,6563,194.93014526367188,715.436767578125,223.48870849609375,362.135986328125,0.8524717092514038
255,1097,3544,107.04932403564453,204.32415771484375,208.93242645263672,203.0992431640625,0.6596091985702515
256,1098,16551,19.18853759765625,785.6385498046875,479.5010986328125,341.9427490234375,0.802397608757019
257,1098,6563,580.3485107421875,232.16851806640625,216.762939453125,338.12530517578125,0.7824877500534058
258,1098,3544,676.4478759765625,862.10595703125,217.59765625,213.773681640625,0.5866696834564209
259,1098,27993,126.60870361328125,249.582275390625,296.69635009765625,237.9317626953125,0.3133186101913452
260,110,25367,43.700836181640625,45.772216796875,384.1698913574219,486.61578369140625,0.8637192249298096
261,110,19861,123.50827026367188,864.53662109375,224.32427978515625,170.6697998046875,0.8331934213638306
262,110,35206,578.6905517578125,92.61761474609375,291.1192626953125,385.17449951171875,0.8208633065223694
263,110,3483,599.339599609375,869.34228515625,260.5771484375,229.083251953125,0.808184802532196
264,1100,31885,54.48655700683594,93.38946533203125,425.10780334472656,497.98944091796875,0.9131667017936707
265,1100,36637,633.5480346679688,177.32852172851562,183.31689453125,244.314208984375,0.8195399641990662
266,1100,3483,528.605224609375,777.114990234375,275.7138671875,226.519775390625,0.7581916451454163
267,1100,27777,142.62094116210938,772.8187255859375,180.64276123046875,208.5029296875,0.6001198887825012
268,1101,31885,64.99916076660156,115.89862060546875,442.92710876464844,503.3555908203125,0.8882002234458923
269,1101,36637,661.1808471679688,180.77642822265625,189.72607421875,249.42340087890625,0.8102093935012817
270,1101,3483,560.4583740234375,812.6678466796875,269.3994140625,219.5240478515625,0.7418416738510132
271,1101,27777,176.20530700683594,810.4736328125,176.53260803222656,204.1630859375,0.5979256629943848
272,1105,22347,109.21588134765625,210.4088134765625,209.2247314453125,200.69091796875,0.9128933548927307
273,1105,35206,596.2247314453125,121.85174560546875,261.74365234375,396.13916015625,0.8754695057868958
274,1105,27733,121.498046875,769.9749755859375,318.67535400390625,278.2742919921875,0.8249301314353943
275,1105,3483,604.2119750976562,791.5593872070312,275.904296875,207.7698974609375,0.800483226776123
276,1109,28763,138.46307373046875,223.73011779785156,216.4521484375,204.30137634277344,0.8409085869789124
277,1109,16262,622.490234375,181.160400390625,241.412841796875,233.92315673828125,0.8085646033287048
278,1109,3483,588.689208984375,844.7783203125,281.556396484375,167.66650390625,0.7272067070007324
279,1109,27653,96.183837890625,854.63623046875,221.58029174804688,204.803466796875,0.6658149361610413
280,1111,29667,601.9637451171875,175.887939453125,220.06298828125,215.92169189453125,0.8699640035629272
281,1111,28763,113.72146606445312,185.805908203125,212.04525756835938,201.16387939453125,0.8222511410713196
282,1111,3483,557.158935546875,812.2122802734375,287.8013916015625,174.42626953125,0.7233275771141052
283,1111,27653,59.20488739013672,809.5916748046875,228.59497833251953,212.5546875,0.6581586003303528
284,1114,35206,104.73587036132812,686.588134765625,207.20953369140625,419.2994384765625,0.8733424544334412
285,1114,30308,560.464599609375,690.2767333984375,399.9921875,428.7916259765625,0.8544410467147827
286,1114,27653,667.746826171875,254.30723571777344,224.216552734375,200.95289611816406,0.7206092476844788
287,1114,3483,131.95440673828125,288.2591247558594,278.67718505859375,175.05303955078125,0.7201009392738342
288,1115,35206,648.779052734375,142.32080078125,199.5888671875,402.8253173828125,0.8839355111122131
289,1115,30308,38.512969970703125,119.67564392089844,387.6436767578125,407.78944396972656,0.8183698058128357
290,1115,3483,557.465087890625,812.79736328125,288.5089111328125,174.008056640625,0.7271217703819275
291,1115,27653,59.995758056640625,809.59375,229.21109008789062,213.689697265625,0.6498002409934998
292,1116,35206,679.252197265625,151.0687255859375,200.4461669921875,410.0452880859375,0.8818833827972412
293,1116,30308,52.27226257324219,142.10426330566406,396.52760314941406,412.79246520996094,0.8212090134620667
294,1116,3483,587.8529052734375,844.708984375,282.61376953125,168.1488037109375,0.728904128074646
295,1116,27653,95.12960815429688,853.479736328125,222.92141723632812,205.944580078125,0.6530259847640991
